Military.Department,FY,Account,Public.Law.Title,Amount,account.categories,Source_Data
Navy,2019,Disaster Relief/Border Security,Military.Personnel,0,natural.disaster.or.viral,"FY22 Green Book, tbl 2.1"
Navy,2020,Base,Military.Personnel,50852000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Navy,2020,Overseas Contingency Ops,Military.Personnel,476000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Navy,2020,Coronavirus and Hurricane Relief,Military.Personnel,9000000,natural.disaster.or.viral,"FY22 Green Book, tbl 2.1"
Navy,2021,Base,Military.Personnel,54128000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Navy,2021,Overseas Contingency Ops,Military.Personnel,526000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Navy,2022,Base,Military.Personnel,56267000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Navy,2022,Direct War,Military.Personnel,36000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Navy,2022,Enduring Cost,Military.Personnel,268000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Air Force,2001,Base,Military.Personnel,20816000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Air Force,2001,Global War on Terror,Military.Personnel,0,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Air Force,2001,Other Supplemental,Military.Personnel,140000000,other,"FY22 Green Book, tbl 2.1"
Navy,2018,Base,O.M,53787000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Navy,2018,Overseas Contingency Ops,O.M,7964000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Navy,2018,Missile Defeat,O.M,962000000,other,"FY22 Green Book, tbl 2.1"
Navy,2019,Base,O.M,56668000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Navy,2019,Overseas Contingency Ops,O.M,6956000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Navy,2019,Disaster Relief/Border Security,O.M,394000000,natural.disaster.or.viral,"FY22 Green Book, tbl 2.1"
Navy,2020,Base,O.M,57592000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Navy,2020,Overseas Contingency Ops,O.M,9976000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Navy,2020,Coronavirus and Hurricane Relief,O.M,1924000000,natural.disaster.or.viral,"FY22 Green Book, tbl 2.1"
Navy,2021,Base,O.M,56346000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Navy,2021,Overseas Contingency Ops,O.M,12518000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Navy,2022,Base,O.M,64609000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Navy,2022,Direct War,O.M,1402000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Navy,2022,Enduring Cost,O.M,5187000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Air Force,2001,Base,O.M,28357000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Air Force,2001,Global War on Terror,O.M,0,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Air Force,2001,Other Supplemental,O.M,971000000,other,"FY22 Green Book, tbl 2.1"
Navy,2018,Base,Procurement,57703000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Navy,2018,Overseas Contingency Ops,Procurement,855000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Navy,2018,Missile Defeat,Procurement,18000000,other,"FY22 Green Book, tbl 2.1"
Navy,2019,Base,Procurement,60100000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Navy,2019,Overseas Contingency Ops,Procurement,770000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Navy,2019,Disaster Relief/Border Security,Procurement,0,natural.disaster.or.viral,"FY22 Green Book, tbl 2.1"
Navy,2020,Base,Procurement,59155000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Navy,2020,Overseas Contingency Ops,Procurement,815000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Navy,2020,Coronavirus and Hurricane Relief,Procurement,159000000,natural.disaster.or.viral,"FY22 Green Book, tbl 2.1"
Navy,2021,Base,Procurement,60428000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Navy,2021,Overseas Contingency Ops,Procurement,505000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Navy,2022,Base,Procurement,57661000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Navy,2022,Direct War,Procurement,95000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Navy,2022,Enduring Cost,Procurement,420000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Air Force,2001,Base,Procurement,21019000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Air Force,2001,Global War on Terror,Procurement,1165000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Air Force,2001,Other Supplemental,Procurement,-130000000,other,"FY22 Green Book, tbl 2.1"
Navy,2018,Base,RDT.E,18129000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Navy,2018,Overseas Contingency Ops,RDT.E,168000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Navy,2018,Missile Defeat,RDT.E,60000000,other,"FY22 Green Book, tbl 2.1"
Navy,2019,Base,RDT.E,18465000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Navy,2019,Overseas Contingency Ops,RDT.E,168000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Navy,2019,Disaster Relief/Border Security,RDT.E,0,natural.disaster.or.viral,"FY22 Green Book, tbl 2.1"
Navy,2020,Base,RDT.E,19930000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Navy,2020,Overseas Contingency Ops,RDT.E,164000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Navy,2020,Coronavirus and Hurricane Relief,RDT.E,130000000,natural.disaster.or.viral,"FY22 Green Book, tbl 2.1"
Navy,2021,Base,RDT.E,19995000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Navy,2021,Overseas Contingency Ops,RDT.E,60000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Navy,2022,Base,RDT.E,22587000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Navy,2022,Direct War,RDT.E,26000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Navy,2022,Enduring Cost,RDT.E,26000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Air Force,2001,Base,RDT.E,14020000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Air Force,2001,Global War on Terror,RDT.E,0,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Air Force,2001,Other Supplemental,RDT.E,277000000,other,"FY22 Green Book, tbl 2.1"
Navy,2018,Base,Military.Construction,2048000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Navy,2018,Overseas Contingency Ops,Military.Construction,33000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Navy,2018,Missile Defeat,Military.Construction,202000000,other,"FY22 Green Book, tbl 2.1"
Navy,2019,Base,Military.Construction,2621000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Navy,2019,Overseas Contingency Ops,Military.Construction,227000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Navy,2019,Disaster Relief/Border Security,Military.Construction,600000000,natural.disaster.or.viral,"FY22 Green Book, tbl 2.1"
Navy,2020,Base,Military.Construction,3132000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Navy,2020,Overseas Contingency Ops,Military.Construction,95000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Navy,2020,Coronavirus and Hurricane Relief,Military.Construction,3477000000,natural.disaster.or.viral,"FY22 Green Book, tbl 2.1"
Navy,2021,Base,Military.Construction,2094000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Navy,2021,Overseas Contingency Ops,Military.Construction,70000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Navy,2022,Base,Military.Construction,2506000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Navy,2022,Direct War,Military.Construction,0,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Navy,2022,Enduring Cost,Military.Construction,46000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Air Force,2001,Base,Military.Construction,1386000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Air Force,2001,Global War on Terror,Military.Construction,0,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Air Force,2001,Other Supplemental,Military.Construction,24000000,other,"FY22 Green Book, tbl 2.1"
Navy,2018,Base,Family..Housing,412000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Navy,2018,Overseas Contingency Ops,Family..Housing,0,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Navy,2018,Missile Defeat,Family..Housing,0,other,"FY22 Green Book, tbl 2.1"
Navy,2019,Base,Family..Housing,417000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Navy,2019,Overseas Contingency Ops,Family..Housing,0,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Navy,2019,Disaster Relief/Border Security,Family..Housing,0,natural.disaster.or.viral,"FY22 Green Book, tbl 2.1"
Navy,2020,Base,Family..Housing,425000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Navy,2020,Overseas Contingency Ops,Family..Housing,0,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Navy,2020,Coronavirus and Hurricane Relief,Family..Housing,0,natural.disaster.or.viral,"FY22 Green Book, tbl 2.1"
Navy,2021,Base,Family..Housing,409000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Navy,2021,Overseas Contingency Ops,Family..Housing,0,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Navy,2022,Base,Family..Housing,435000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Navy,2022,Direct War,Family..Housing,0,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Navy,2022,Enduring Cost,Family..Housing,0,base.discretionary,"FY22 Green Book, tbl 2.1"
Air Force,2001,Base,Family..Housing,1070000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Air Force,2001,Global War on Terror,Family..Housing,0,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Air Force,2001,Other Supplemental,Family..Housing,14000000,other,"FY22 Green Book, tbl 2.1"
Navy,2018,Base,Revolving.Funds...Other,201000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Navy,2018,Overseas Contingency Ops,Revolving.Funds...Other,0,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Navy,2018,Missile Defeat,Revolving.Funds...Other,9000000,other,"FY22 Green Book, tbl 2.1"
Navy,2019,Base,Revolving.Funds...Other,216000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Navy,2019,Overseas Contingency Ops,Revolving.Funds...Other,0,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Navy,2019,Disaster Relief/Border Security,Revolving.Funds...Other,0,natural.disaster.or.viral,"FY22 Green Book, tbl 2.1"
Navy,2020,Base,Revolving.Funds...Other,364000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Navy,2020,Overseas Contingency Ops,Revolving.Funds...Other,0,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Navy,2020,Coronavirus and Hurricane Relief,Revolving.Funds...Other,709000000,natural.disaster.or.viral,"FY22 Green Book, tbl 2.1"
Navy,2021,Base,Revolving.Funds...Other,0,base.discretionary,"FY22 Green Book, tbl 2.1"
Navy,2021,Overseas Contingency Ops,Revolving.Funds...Other,0,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Navy,2022,Base,Revolving.Funds...Other,150000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Navy,2022,Direct War,Revolving.Funds...Other,0,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Navy,2022,Enduring Cost,Revolving.Funds...Other,0,base.discretionary,"FY22 Green Book, tbl 2.1"
Air Force,2001,Base,Revolving.Funds...Other,12000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Air Force,2001,Global War on Terror,Revolving.Funds...Other,0,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Air Force,2001,Other Supplemental,Revolving.Funds...Other,0,other,"FY22 Green Book, tbl 2.1"
Air Force,2002,Base,Military.Personnel,24531000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Air Force,2002,Global War on Terror,Military.Personnel,206000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Air Force,2003,Base,Military.Personnel,25317000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Air Force,2003,Global War on Terror,Military.Personnel,3363000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Air Force,2004,Base,Military.Personnel,26231000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Air Force,2004,Global War on Terror,Military.Personnel,3450000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Air Force,2004,Other Supplemental,Military.Personnel,0,other,"FY22 Green Book, tbl 2.1"
Air Force,2005,Base,Military.Personnel,28744000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Air Force,2005,Global War on Terror,Military.Personnel,1600000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Air Force,2005,Hurricane & Tsunami Relief,Military.Personnel,0,natural.disaster.or.viral,"FY22 Green Book, tbl 2.1"
Air Force,2006,Base,Military.Personnel,29548000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Air Force,2006,Global War on Terror,Military.Personnel,1670000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Air Force,2006,Hurricane Relief,Military.Personnel,180000000,natural.disaster.or.viral,"FY22 Green Book, tbl 2.1"
Air Force,2006,Avian Flu Relief,Military.Personnel,0,natural.disaster.or.viral,"FY22 Green Book, tbl 2.1"
Air Force,2007,Base,Military.Personnel,30163000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Air Force,2007,Global War on Terror,Military.Personnel,1626000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Air Force,2007,Other Supplemental,Military.Personnel,0,other,"FY22 Green Book, tbl 2.1"
Air Force,2002,Base,O.M,34323000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Air Force,2002,Global War on Terror,O.M,41000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Air Force,2003,Base,O.M,34367000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Air Force,2003,Global War on Terror,O.M,8887000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Air Force,2004,Base,O.M,32981000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Air Force,2004,Global War on Terror,O.M,6102000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Air Force,2004,Other Supplemental,O.M,169000000,other,"FY22 Green Book, tbl 2.1"
Air Force,2005,Base,O.M,33925000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Air Force,2005,Global War on Terror,O.M,5627000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Air Force,2005,Hurricane & Tsunami Relief,O.M,200000000,natural.disaster.or.viral,"FY22 Green Book, tbl 2.1"
Air Force,2006,Base,O.M,38035000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Air Force,2006,Global War on Terror,O.M,8121000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Air Force,2006,Hurricane Relief,O.M,553000000,natural.disaster.or.viral,"FY22 Green Book, tbl 2.1"
Air Force,2006,Avian Flu Relief,O.M,0,natural.disaster.or.viral,"FY22 Green Book, tbl 2.1"
Air Force,2007,Base,O.M,38584000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Air Force,2007,Global War on Terror,O.M,9653000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Air Force,2007,Other Supplemental,O.M,0,other,"FY22 Green Book, tbl 2.1"
Air Force,2002,Base,Procurement,22397000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Air Force,2002,Global War on Terror,Procurement,832000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Air Force,2003,Base,Procurement,28880000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Air Force,2003,Global War on Terror,Procurement,2500000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Air Force,2004,Base,Procurement,28836000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Air Force,2004,Global War on Terror,Procurement,3622000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Air Force,2004,Other Supplemental,Procurement,2000000,other,"FY22 Green Book, tbl 2.1"
Air Force,2005,Base,Procurement,32244000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Air Force,2005,Global War on Terror,Procurement,2870000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Air Force,2005,Hurricane & Tsunami Relief,Procurement,3000000,natural.disaster.or.viral,"FY22 Green Book, tbl 2.1"
Air Force,2006,Base,Procurement,33603000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Air Force,2006,Global War on Terror,Procurement,2235000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Air Force,2006,Hurricane Relief,Procurement,151000000,natural.disaster.or.viral,"FY22 Green Book, tbl 2.1"
Air Force,2006,Avian Flu Relief,Procurement,0,natural.disaster.or.viral,"FY22 Green Book, tbl 2.1"
Air Force,2007,Base,Procurement,31490000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Air Force,2007,Global War on Terror,Procurement,7945000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Air Force,2007,Other Supplemental,Procurement,0,other,"FY22 Green Book, tbl 2.1"
Air Force,2002,Base,RDT.E,14545000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Air Force,2002,Global War on Terror,RDT.E,-26000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Air Force,2003,Base,RDT.E,18513000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Air Force,2003,Global War on Terror,RDT.E,312000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Air Force,2004,Base,RDT.E,20251000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Air Force,2004,Global War on Terror,RDT.E,39000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Air Force,2004,Other Supplemental,RDT.E,0,other,"FY22 Green Book, tbl 2.1"
Air Force,2005,Base,RDT.E,20408000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Air Force,2005,Global War on Terror,RDT.E,143000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Air Force,2005,Hurricane & Tsunami Relief,RDT.E,0,natural.disaster.or.viral,"FY22 Green Book, tbl 2.1"
Air Force,2006,Base,RDT.E,21813000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Air Force,2006,Global War on Terror,RDT.E,395000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Air Force,2006,Hurricane Relief,RDT.E,12000000,natural.disaster.or.viral,"FY22 Green Book, tbl 2.1"
Air Force,2006,Avian Flu Relief,RDT.E,0,natural.disaster.or.viral,"FY22 Green Book, tbl 2.1"
Air Force,2007,Base,RDT.E,24342000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Air Force,2007,Global War on Terror,RDT.E,224000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Air Force,2007,Other Supplemental,RDT.E,0,other,"FY22 Green Book, tbl 2.1"
Air Force,2002,Base,Military.Construction,1759000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Air Force,2002,Global War on Terror,Military.Construction,47000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Air Force,2003,Base,Military.Construction,1496000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Air Force,2003,Global War on Terror,Military.Construction,138000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Air Force,2004,Base,Military.Construction,1538000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Air Force,2004,Global War on Terror,Military.Construction,293000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Air Force,2004,Other Supplemental,Military.Construction,0,other,"FY22 Green Book, tbl 2.1"
Air Force,2005,Base,Military.Construction,1358000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Air Force,2005,Global War on Terror,Military.Construction,141000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Air Force,2005,Hurricane & Tsunami Relief,Military.Construction,0,natural.disaster.or.viral,"FY22 Green Book, tbl 2.1"
Air Force,2006,Base,Military.Construction,1964000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Air Force,2006,Global War on Terror,Military.Construction,28000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Air Force,2006,Hurricane Relief,Military.Construction,191000000,natural.disaster.or.viral,"FY22 Green Book, tbl 2.1"
Air Force,2006,Avian Flu Relief,Military.Construction,0,natural.disaster.or.viral,"FY22 Green Book, tbl 2.1"
Air Force,2007,Base,Military.Construction,2285000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Air Force,2007,Global War on Terror,Military.Construction,43000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Air Force,2007,Other Supplemental,Military.Construction,0,other,"FY22 Green Book, tbl 2.1"
Air Force,2002,Base,Family..Housing,1374000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Air Force,2002,Global War on Terror,Family..Housing,0,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Air Force,2003,Base,Family..Housing,1534000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Air Force,2003,Global War on Terror,Family..Housing,2000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Air Force,2004,Base,Family..Housing,1434000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Air Force,2004,Global War on Terror,Family..Housing,7000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Air Force,2004,Other Supplemental,Family..Housing,0,other,"FY22 Green Book, tbl 2.1"
Air Force,2005,Base,Family..Housing,1669000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Air Force,2005,Global War on Terror,Family..Housing,0,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Air Force,2005,Hurricane & Tsunami Relief,Family..Housing,11000000,natural.disaster.or.viral,"FY22 Green Book, tbl 2.1"
Air Force,2006,Base,Family..Housing,1761000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Air Force,2006,Global War on Terror,Family..Housing,0,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Air Force,2006,Hurricane Relief,Family..Housing,325000000,natural.disaster.or.viral,"FY22 Green Book, tbl 2.1"
Air Force,2006,Avian Flu Relief,Family..Housing,0,natural.disaster.or.viral,"FY22 Green Book, tbl 2.1"
Air Force,2007,Base,Family..Housing,1900000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Air Force,2007,Global War on Terror,Family..Housing,0,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Air Force,2007,Other Supplemental,Family..Housing,0,other,"FY22 Green Book, tbl 2.1"
Air Force,2002,Base,Revolving.Funds...Other,34000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Air Force,2002,Global War on Terror,Revolving.Funds...Other,0,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Air Force,2003,Base,Revolving.Funds...Other,24000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Air Force,2003,Global War on Terror,Revolving.Funds...Other,0,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Air Force,2004,Base,Revolving.Funds...Other,0,base.discretionary,"FY22 Green Book, tbl 2.1"
Air Force,2004,Global War on Terror,Revolving.Funds...Other,0,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Air Force,2004,Other Supplemental,Revolving.Funds...Other,0,other,"FY22 Green Book, tbl 2.1"
Air Force,2005,Base,Revolving.Funds...Other,0,base.discretionary,"FY22 Green Book, tbl 2.1"
Air Force,2005,Global War on Terror,Revolving.Funds...Other,0,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Air Force,2005,Hurricane & Tsunami Relief,Revolving.Funds...Other,0,natural.disaster.or.viral,"FY22 Green Book, tbl 2.1"
Air Force,2006,Base,Revolving.Funds...Other,212000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Air Force,2006,Global War on Terror,Revolving.Funds...Other,0,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Air Force,2006,Hurricane Relief,Revolving.Funds...Other,0,natural.disaster.or.viral,"FY22 Green Book, tbl 2.1"
Air Force,2006,Avian Flu Relief,Revolving.Funds...Other,0,natural.disaster.or.viral,"FY22 Green Book, tbl 2.1"
Air Force,2007,Base,Revolving.Funds...Other,44000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Air Force,2007,Global War on Terror,Revolving.Funds...Other,0,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Air Force,2007,Other Supplemental,Revolving.Funds...Other,0,other,"FY22 Green Book, tbl 2.1"
Air Force,2008,Base,Military.Personnel,30677000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Air Force,2008,Global War on Terror,Military.Personnel,1503000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Air Force,2009,Base,Military.Personnel,31847000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Air Force,2009,Recovery Act,Military.Personnel,0,other,"FY22 Green Book, tbl 2.1"
Air Force,2009,Global War on Terror,Military.Personnel,75000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Air Force,2009,Overseas Contingency Ops,Military.Personnel,1561000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Air Force,2010,Base,Military.Personnel,33614000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Air Force,2010,Overseas Contingency Ops,Military.Personnel,1792000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Air Force,2010,Haiti Earthquake,Military.Personnel,0,natural.disaster.or.viral,"FY22 Green Book, tbl 2.1"
Air Force,2011,Base,Military.Personnel,34235000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Air Force,2011,Overseas Contingency Ops,Military.Personnel,1805000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Air Force,2012,Base,Military.Personnel,35131000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Air Force,2012,Overseas Contingency Ops,Military.Personnel,1493000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Air Force,2013,Base,Military.Personnel,34704000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Air Force,2013,Overseas Contingency Ops,Military.Personnel,900000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Air Force,2013,Hurricane Sandy,Military.Personnel,0,natural.disaster.or.viral,"FY22 Green Book, tbl 2.1"
Air Force,2008,Base,O.M,40957000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Air Force,2008,Global War on Terror,O.M,11268000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Air Force,2009,Base,O.M,44353000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Air Force,2009,Recovery Act,O.M,1135000000,other,"FY22 Green Book, tbl 2.1"
Air Force,2009,Global War on Terror,O.M,4140000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Air Force,2009,Overseas Contingency Ops,O.M,5601000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Air Force,2010,Base,O.M,42267000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Air Force,2010,Overseas Contingency Ops,O.M,13560000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Air Force,2010,Haiti Earthquake,O.M,218000000,natural.disaster.or.viral,"FY22 Green Book, tbl 2.1"
Air Force,2011,Base,O.M,45820000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Air Force,2011,Overseas Contingency Ops,O.M,13538000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Air Force,2012,Base,O.M,47007000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Air Force,2012,Overseas Contingency Ops,O.M,10595000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Air Force,2013,Base,O.M,42550000000,base.discretionary,"FY22 Green Book, tbl 2.1"
Air Force,2013,Overseas Contingency Ops,O.M,9508000000,OCO.GWOT,"FY22 Green Book, tbl 2.1"
Air Force,2013,Hurricane Sandy,O.M,14000000,natural.disaster.or.viral,"FY22 Green Book, tbl 2.1"
